,author_id,label,author_name
847,18636,2,Slawomir Nowaczyk
848,18640,2,Bernard Nudel
849,18654,2,Derek H. Sleeman
850,18660,2,James M. Rehg
851,18664,2,Manabu Okumura
852,18667,3,Jun-ichi Tsujii
853,18670,2,Michita Imai
854,18718,2,Jeffrey Junfeng Pan
855,18733,0,Nikos Mamoulis
856,18746,2,Austin Parker
857,18752,3,Lushan Han
858,18760,3,Dekang Lin
859,18766,2,Peter Szolovits
860,18780,2,D. A. Pearce
861,18792,2,James A. Reggia
862,18797,2,William Pentney
863,18800,2,Matthai Philipose
864,18801,2,Mark A. Peot
865,18805,2,Olivier Spanjaard
866,18811,2,Gerald E. Peterson
867,18825,2,Gadi Pinkas
868,18831,2,Massimo Poesio
869,18837,2,Jean Ponce
870,18869,3,Marti A. Hearst
871,18872,2,K. Prazdny
872,18873,2,Steven David Prestwich
873,18874,2,Francesca Rossi
874,18876,2,Robert Price
875,18880,2,Armand Prieditis
876,18883,1,Salvatore J. Stolfo
877,18886,1,Tom Fawcett
878,18892,2,Jean-Francois Puget
879,18897,3,Rahul Gupta
880,18904,1,David A. Bell
881,18913,2,Gilles Pesant
882,18917,3,Filip Radlinski
883,18923,2,Christopher D. Manning
884,18930,3,Kunal Punera
885,18934,2,Michael Redmond
886,18940,2,Amit Ramesh
887,18942,2,James B. Moen
888,18960,2,Harry Zhang
889,18964,3,Otthein Herzog
890,18968,2,Stephen C. Y. Lu
891,18976,2,Harry C. Reinstein
892,18994,2,Kent Wittenburg
893,19002,2,Bradley L. Richards
894,19012,2,Jussi Rintanen
895,19014,1,Sheng Ma
896,19016,2,David B. Skalak
897,19017,2,M. Timur Friedman
898,19022,2,Mark J. Nelson
899,19024,2,Ann E. Robinson
900,19025,2,David E. Wilkins
901,19027,2,Floris Roelofsen
902,19028,2,Warren Sack
903,19031,2,M. David Sadek
904,19037,2,Leonard P. Wesley
905,19042,2,Mehran Sahami
906,19057,2,Chaofan Sun
907,19062,2,David Rosenthal
908,19074,0,Michel de Rougemont
909,19076,2,Bon K. Sy
910,19095,2,Tian Sang
911,19112,2,Oliviero Stock
912,19114,2,Arthur C. Graesser
913,19116,2,Virginia Savova
914,19117,2,Philip Schaefer
915,19138,2,Matthias Scheutz
916,19151,3,Richard F. E. Sutcliffe
917,19160,2,Jeffrey C. Schlimmer
918,19163,2,Albrecht Schmiedel
919,19172,2,James G. Schmolze
920,19195,2,Ho Soo Lee
921,19204,2,L. Y. Shih
922,19216,2,Janusz Marecki
923,19220,2,Young-In Shin
924,19225,2,Mark Harper Shirley
925,19232,2,Ilya Shpitser
926,19233,2,David B. Searls
927,19236,2,Chern H. Seet
928,19237,2,Richard Segal
929,19240,2,Alberto Maria Segre
930,19249,2,Mallory Selfridge
931,19252,2,Meinolf Sellmann
932,19278,2,Teddy Candale
933,19297,2,Dafna Shahaf
934,19315,1,Moninder Singh
935,19320,2,Gordon Skorstad
936,19324,1,Sam Skrivan
937,19330,2,Michael R. Wick
938,19332,2,Aaron Sloman
939,19333,2,Steven L. Small
940,19337,2,Grahame B. Smith
941,19346,2,Kostas Stergiou
942,19347,2,Paul Smolensky
943,19362,2,A. Ricardo Morales
944,19364,2,Vishal Soni
945,19373,3,Ellen Spertus
946,19380,2,Jana Koehler
947,19389,2,Zbigniew Stachniak
948,19393,2,Kenneth O. Stanley
949,19397,2,Sharon A. Stansfield
950,19399,3,Boris Katz
951,19401,1,Alexander R. Statnikov
952,19403,2,David M. Steier
953,19409,2,Jonathan Stillman
954,19410,1,Kilian Stoffel
955,19428,2,David R. Strip
956,19435,2,Xinlong Bao
957,19443,2,P. A. Subrahmanyam
958,19445,0,Joan Feigenbaum
959,19446,1,Ronen Feldman
960,19485,2,Toshikazu Tanimoto
961,19498,2,Matthew E. Taylor
962,19509,2,Astro Teller
963,19512,2,Snehal Thakkar
964,19539,2,Hideto Tomabechi
965,19542,2,Simon Tong
966,19543,3,Richard M. Tong
967,19563,2,Rudolph Triebel
968,19585,2,Mabry Tyson
969,19591,2,Claudia Ulbricht
970,19592,0,Jeffrey D. Ullman
971,19595,2,Warren P. Seering
972,19610,2,Thomas D. Wu
973,19614,2,Dekai Wu
974,19617,1,Ke Wang
975,19618,1,Yabo Xu
976,19620,2,Leslie G. Valiant
977,19627,0,Elke A. Rundensteiner
978,19633,2,C. Vasudevan
979,19640,2,Jordan Erenrich
980,19645,2,Lawrence K. Saul
981,19653,2,Marcos Vescovi
982,19656,2,Sholom M. Weiss
983,19657,2,Robert S. Galen
984,19661,1,Nitin Indurkhya
985,19670,2,Vincent Vidal
986,19677,2,Yonghong Wang
987,19684,2,Shih-Fen Cheng
988,19688,2,Paul E. Johnson
989,19695,2,William M. Wells III
990,19708,1,Kiri Wagstaff
991,19730,2,Richard P. Wildes
992,19748,0,Marianne Winslett
993,19749,2,Patrick H. Winston
994,19758,2,Andrew G. Barto
995,19762,2,Richard J. Wood
996,19764,2,Ramin Zabih
997,19782,2,Tanzeem Choudhury
998,19793,2,Zhi-Hua Zhou
999,19795,2,Linli Xu
1000,19797,0,Li-Yan Yuan
1001,19801,2,Nobuhiro Yugami
1002,19806,2,Masahiro Ono
1003,19823,2,Fan Li
1004,19831,2,John M. Zelle
1005,19835,2,Joseph C. Pemberton
1006,19852,1,Yanhong Zhai
1007,19858,2,Nevin Lianwen Zhang
1008,19866,2,Kenneth Man-kam Yip
1009,19867,3,Zhu Zhang
1010,19868,3,Sasha Blair-Goldensohn
1011,19870,2,Gerald J. Sussman
1012,19910,2,Steven Reece
1013,19922,0,H. V. Jagadish
1014,19925,3,Xiaofei He
1015,19926,1,Jiawei Han
1016,19936,2,Daniel Golovin
1017,19947,2,Ingrid Zukerman
1018,19957,2,Matthias Hein
1019,19959,2,Jieming Zhu
1020,19962,2,Anika Schumann
1021,19972,2,Marc Pickett
1022,19990,2,Andreas Krause
1023,19992,2,Dorit Avrahami-Zilberbrand
1024,19998,2,Victor Naroditskiy
1025,19999,2,Han Lin
1026,20005,2,Matthew Kitching
1027,20014,2,Martin Allen
1028,20031,2,Zhenglu Yang
1029,20036,2,Brian Harrington
1030,20048,2,Guy Shani
1031,20049,2,H. Brendan McMahan
1032,20051,2,Dan Klein
1033,20053,2,Chris Reed
1034,20057,2,Timothy Baldwin
1035,20063,2,Tony Veale
1036,20085,2,Brahim Chaib-draa
1037,20088,2,Chiaki Sakama
1038,20095,2,Changhe Yuan
1039,20106,2,Jia-Huai You
1040,20121,2,Guillermo Ricardo Simari
1041,20122,2,Laurence A. Kramer
1042,20131,1,Gao Cong
1043,20133,3,Chin-Yew Lin
1044,20134,3,Ming Zhou
1045,20136,2,Tiffany Barnes
1046,20145,3,Weizhu Chen
1047,20158,2,Jerry R. Hobbs
1048,20181,2,Heiner Stuckenschmidt
1049,20188,2,Maureen Donnelly
1050,20189,2,Christian Meilicke
1051,20190,2,Andrei Tamilin
1052,20197,3,Colm O'Riordan
1053,20201,2,Wiebe van der Hoek
1054,20209,0,Pierre Senellart
1055,20229,1,Nitesh V. Chawla
1056,20233,2,Mehdi Dastani
1057,20234,2,John-Jules Ch. Meyer
1058,20239,2,Christophe Lecoutre
1059,20241,2,Kristen Grauman
1060,20244,2,Pascal Hitzler
1061,20262,2,Ariel D. Procaccia
1062,20264,2,Fei Wang
1063,20265,2,Changshui Zhang
1064,20274,2,Meghyn Bienvenu
1065,20278,3,Wen-Lian Hsu
1066,20279,2,Antonio Roque
1067,20280,2,Jie Bao
1068,20308,3,Gui-Rong Xue
1069,20325,2,Alban Grastien
1070,20335,3,Philip Zigoris
1071,20337,2,William Thompson
1072,20348,2,Kevin P. Murphy
1073,20357,2,Sofus A. Macskassy
1074,20359,2,Margaret Werner-Washburne
1075,20368,2,Kasia Muldner
1076,20371,1,Jianhua Feng
1077,20374,2,Samuel Wintermute
1078,20388,2,Yangqing Jia
1079,20392,3,Tik-Shun Wong
1080,20404,2,Victor Jauregui
1081,20415,2,Dan Ventura
1082,20424,2,Sathiamoorthy Subbarayan
1083,20428,2,Masashi Sugiyama
1084,20431,3,Lawrence J. Mazlack
1085,20438,2,Kevin Small
1086,20449,2,Paul Fodor
1087,20456,2,David Silver
1088,20461,2,Steven C. H. Hoi
1089,20470,2,Sanjiang Li
1090,20474,3,Yuxin Peng
1091,20480,2,Maria Luisa Bonet
1092,20481,2,Jordi Levy
1093,20512,2,Pooyan Fazli
1094,20515,2,Frank Hutter
1095,20523,2,Yi Jin
1096,20527,2,Eli Upfal
1097,20528,2,Christopher Kiekintveld
1098,20529,2,Masahiro Kimura
1099,20530,2,Ryohei Nakano
1100,20531,2,Igor Kiselev
1101,20541,2,Julien Laumonier
1102,20552,2,Martin Henz
1103,20561,3,Eytan Adar
1104,20580,2,Ashutosh Saxena
1105,20592,2,Sven Seuken
1106,20607,2,Martin C. Cooper
1107,20610,2,Mark Austin
1108,20614,2,Morteza Dehghani
1109,20615,3,Jun Wang
1110,20625,2,Knot Pipatsrisawat
1111,20630,2,Piero A. Bonatti
1112,20636,2,Luke Dickens
1113,20644,2,Bob Price
1114,20646,2,Daylond Hooper
1115,20691,3,Ming Mao
1116,20708,2,Shiming Xiang
1117,20716,2,Dan Tappan
1118,20732,1,Songcan Chen
1119,20746,2,Peng Dai
1120,20767,3,Young-In Song
1121,20768,3,Yunbo Cao
1122,20769,3,Hae-Chang Rim
1123,20775,1,Yonatan Aumann
1124,20782,3,Jian Hu
1125,20798,3,David R. Karger
1126,20801,2,Paul Maier
1127,20819,2,Yilan Gu
1128,20850,3,Dan Morris
1129,20854,2,Michael Winikoff
1130,20865,2,Jiyou Jia
1131,20870,2,Boris Motik
1132,20881,2,Xiaoou Tang
1133,21142,3,Gabriel Somlo
1134,21160,2,Rudi Lutz
1135,21385,0,Shu Lin
1136,21501,2,Richard Edwin Stearns
1137,21915,1,Francis Y. L. Chin
1138,22116,2,Malcolm J. A. Strens
1139,22147,2,Luc Steels
1140,22303,2,Rod M. Burstall
1141,22312,0,Jerre D. Noe
1142,22319,0,David Harel
1143,22488,0,Hartmut Ehrig
1144,22511,0,Pascal Felber
1145,22570,2,Jean-Pierre Jouannaud
1146,22588,0,Butler W. Lampson
1147,22597,2,Yves Kodratoff
1148,22628,0,Barbara Liskov
1149,22640,0,Jochen Ludewig
1150,22674,0,Clarence A. Ellis
1151,22727,0,Gerald J. Popek
1152,22761,2,Ehud Y. Shapiro
1153,22847,2,Bob J. Wielinga
1154,22849,2,Joost Breuker
1155,22869,1,Marko Bohanec
1156,22870,1,Janez Demsar
1157,22978,2,Guangyou Xu
1158,22981,1,Longin Jan Latecki
1159,23145,1,Pei Sun
1160,23156,2,Jan-Olof Eklundh
1161,23461,2,Jun Miura
1162,23566,2,Zhengyou Zhang
1163,23723,1,Chi Lap Yip
1164,23833,3,Kuniaki Uehara
1165,24026,3,Alistair Moffat
1166,24089,2,H. Jaap van den Herik
1167,24147,1,Vladimir Estivill-Castro
1168,24226,3,Jiajun Bu
1169,24234,3,Ting Liu
1170,24689,0,Jennifer Seberry
1171,24692,1,Qi He
1172,25313,2,Nikolay G. Zagoruiko
1173,25739,3,Alan F. Smeaton
1174,26029,2,Ronald M. Kaplan
1175,26030,1,Naoki Abe
1176,26061,3,Akiko N. Aizawa
1177,26080,3,Pablo Castells
1178,26087,2,John Bear
1179,26093,3,Amanda Stent
1180,26134,1,Trevor Hastie
1181,26138,3,Julio Gonzalo
1182,26145,3,Felisa Verdejo
1183,26175,3,Shlomo Argamon
1184,26193,3,Salim Roukos
1185,26214,3,Phil Blunsom
1186,26227,3,Naoaki Okazaki
1187,26251,3,Thorsten Brants
1188,26275,3,Karen Kukich
1189,26283,3,Evelyne Tzoukermann
1190,26293,2,Donia Scott
1191,26301,0,David Campbell
1192,26318,0,Kemal Oflazer
1193,26322,3,Chen Zhang
1194,26361,3,Wen-Hsiang Lu
1195,26371,3,Jungyun Seo
1196,26377,3,Key-Sun Choi
1197,26392,3,Kenneth Ward Church
1198,26394,3,Paul Clough
1199,26401,1,Victor Ciesielski
1200,26406,3,James R. Curran
1201,26415,3,Kenji Ono
1202,26434,3,Simon Corston-Oliver
1203,26466,3,Silviu Cucerzan
1204,26480,2,Fernando C. N. Pereira
1205,26490,0,James Davidson
1206,26504,3,Dina Demner-Fushman
1207,26505,3,Jimmy J. Lin
1208,26562,3,Stephanie Elzer
1209,26577,3,ChengXiang Zhai
1210,26605,3,Hongyan Jing
1211,26629,3,Atsushi Fujii
1212,26636,3,Toshikazu Fukushima
1213,26664,3,Xinsong Xia
1214,26684,3,Irina Matveeva
1215,26685,3,Cyril Goutte
1216,26699,3,Zhenmei Gu
1217,26721,2,Andrew R. Haas
1218,26733,3,Alessandro Moschitti
1219,26794,2,Larry R. Harris
1220,26849,2,Paul A. Martin
1221,26855,2,Jonas Kuhn
1222,26867,2,Ben Hutchinson
1223,26887,3,Naomi Inoue
1224,26899,3,Myung-Gil Jang
1225,26900,3,Sung-Hyon Myaeng
1226,26906,3,Gary Geunbae Lee
1227,26907,3,Valentin Jijkoun
1228,26951,2,Chris Mellish
1229,26958,3,Robert Krovetz
1230,26979,3,Haizhou Li
1231,27011,3,Jong-Hyeok Lee
1232,27020,3,Min-Yen Kan
1233,27039,3,Youngjoong Ko
1234,27040,3,Clifford J. Weinstein
1235,27048,2,Pietro Torasso
1236,27060,1,Reinhard Rapp
1237,27077,3,Bin Ma
1238,27084,3,Vijay Krishnan
1239,27085,3,Wenjie Li
1240,27087,3,Chunfa Yuan
1241,27089,3,Mingli Wu
1242,27099,2,Benjamin Taskar
1243,27110,3,Iadh Ounis
1244,27142,3,Endong Xun
1245,27143,2,Kathleen F. McCoy
1246,27222,2,Gideon S. Mann
1247,27255,1,Xuan Hieu Phan
1248,27286,3,Tadashi Nomoto
1249,27309,3,Hiroshi Nakagawa
1250,27324,3,Kyung-Soon Lee
1251,27344,3,Sophia Ananiadou
1252,27361,3,Patrick Pantel
1253,27391,2,Terry Regier
1254,27408,1,Rebecca N. Wright
1255,27454,2,Fred Popowich
1256,27473,3,John M. Prager
1257,27514,3,Gerard Salton
1258,27523,3,Dietrich Klakow
1259,27539,3,Nobuyuki Shimizu
1260,27569,3,Frank A. Smadja
1261,27595,3,Kyoung-Soo Han
1262,27689,0,John C. Thomas
1263,27710,2,Takashi Miyata
1264,27836,3,Einat Minkov
1265,27858,3,Mikko Kurimo
1266,27927,3,Jeongwoo Ko
1267,27947,3,Erik F. Tjong Kim Sang
1268,27966,3,Olena Medelyan
1269,27979,3,Fabrizio Sebastiani
1270,27999,3,Ryan McDonald
1271,28003,3,Songbo Tan
1272,28004,3,Chang Liu
1273,28013,3,Jimmy Lin
1274,28020,3,Jing Jiang
1275,28062,1,Lee A. Becker
1276,28096,0,Alfred V. Aho
1277,28101,0,James C. Browne
1278,28116,3,Robert L. Williams
1279,28190,0,Peter Bodorik
1280,28192,0,J. Spruce Riordon
1281,28261,3,Deborah Hix
1282,28262,3,Lucy T. Nowell
1283,28292,3,Duncan A. Buell
1284,28315,1,Soon Myoung Chung
1285,28349,0,Nell B. Dale
1286,28381,0,R. G. G. Cattell
1287,28437,0,Marek Rusinkiewicz
1288,28478,0,Steven A. Demurjian
1289,28499,0,Ming-Chien Shan
1290,28555,3,Qi Fan Chen
1291,28560,3,James R. Driscoll
1292,28584,0,Zvi M. Kedem
1293,28714,0,Leon E. Winslow
1294,28727,3,Gwang S. Jung
1295,28746,0,Yutaka Matsushita
1296,28795,0,Alan L. Tharp
1297,28826,0,Il-Yeol Song
1298,28884,0,Salvatore T. March
1299,28899,0,Geneva G. Belford
1300,28907,2,Rob Kling
1301,29026,1,Yiu-Kai Ng
1302,29037,0,David B. Lomet
1303,29166,3,Roy Rada
1304,29169,0,Margaret H. Eich
1305,29211,3,William C. Ogden
1306,29220,0,Larry Kerschberg
1307,29257,0,Gia Toan Nguyen
1308,29258,0,Dominique Rieu
1309,29284,1,Zdzislaw Pawlak
1310,29293,0,Colette Rolland
1311,29302,0,Mark A. Roth
1312,29309,0,Gail E. Kaiser
1313,29313,0,E. A. Unger
1314,29396,0,Sudha Ram
1315,29431,2,Richard J. Reid
1316,29476,0,Gregory D. Speegle
1317,29642,0,Minoru Tanaka
1318,29675,3,John Tolle
1319,29735,3,Abraham Waksman
1320,29750,0,Y. Richard Wang
1321,29768,0,Dan E. Willard
1322,29780,0,Peter J. Weinberger
1323,29802,0,M. Howard Williams
1324,29883,2,Terry Winograd
1325,30011,1,Sven Laur
1326,30066,1,Wenliang Du
1327,30081,1,Jessica Staddon
1328,30084,0,Mikhail J. Atallah
1329,30177,1,Kwong H. Yung
1330,30266,0,Soumyadeb Mitra
1331,30360,0,Daniela Florescu
1332,30408,0,Hans-Ulrich Heiss
1333,30491,0,Lawrence Snyder
1334,30525,2,Dongming Wang
1335,30530,0,Jan Flokstra
1336,30531,0,Peter M. G. Apers
1337,30556,2,Giovanni Adorni
1338,31037,2,Yoshiteru Ishida
1339,31072,2,Vaughan R. Pratt
1340,31126,1,Olivier Y. de Vel
1341,31229,1,Evimaria Terzi
1342,31350,0,Shawn Bowers
1343,31378,0,Chinya V. Ravishankar
1344,31432,1,Sheng Zhang
1345,31852,0,Jon A. Solworth
1346,31896,0,Graham N. C. Kirby
1347,31928,3,Philip Hingston
1348,31995,1,Richard Cole
1349,32206,1,Jiuyong Li
1350,32234,2,Xiaoxun Sun
1351,32269,1,David B. Skillicorn
1352,32280,1,Simeon J. Simoff
1353,32694,1,Jessica Lin
1354,32772,0,Malcolm P. Atkinson
1355,33093,0,Martin Gogolla
1356,33471,0,Heinrich Jasper
1357,33478,0,Mariano P. Consens
1358,33482,0,Frank Wm. Tompa
1359,33483,0,Alejandro P. Buchmann
1360,33501,0,Alberto O. Mendelzon
1361,33507,0,Parke Godfrey
1362,33519,0,Hongjun Lu
1363,33521,0,Kian-Lee Tan
1364,33554,0,Ravi Krishnamurthy
1365,33576,0,Neoklis Polyzotis
1366,33579,0,Sharma Chakravarthy
1367,33581,0,Heiko Schuldt
1368,33585,1,Felix Naumann
1369,33614,0,Masatoshi Yoshikawa
1370,33618,0,Giuseppe Amato
1371,33620,3,Pasquale Savino
1372,33639,0,Omran A. Bukhres
1373,33647,0,Christoph Bussler
1374,33665,1,Caetano Traina Jr.
1375,33693,0,Julie Basu
1376,33735,0,Sara Cohen
1377,33745,0,Yannis Theodoridis
1378,33764,3,Maria Grazia Fugini
1379,33765,0,Michele Missikoff
1380,33772,1,Omar Boussaid
1381,33779,0,Sotiris Brakatsoulas
1382,33782,2,Stefan Brass
1383,33794,0,Evaggelia Pitoura
1384,33804,3,Christopher B. Jones
1385,33817,1,Yoshitsugu Kakemoto
1386,33849,0,Alvaro A. A. Fernandes
1387,33867,1,Chris Giannella
1388,33875,0,Moira C. Norrie
1389,33889,0,Michael Novak
1390,33910,0,William I. Grosky
1391,33918,3,Andreas Henrich
1392,33948,0,Andreas Heuer
1393,33955,1,Marzena Kryszkiewicz
1394,33961,0,Jan Paredaens
1395,33967,0,Gunter Saake
1396,33972,0,Christian S. Jensen
1397,33980,0,Frank Moser
1398,33981,0,Erich J. Neuhold
1399,33994,0,Ralf Rantzau
1400,33995,0,Yannis E. Ioannidis
1401,34104,1,Hiroyuki Kitagawa
1402,34105,0,Yoshiharu Ishikawa
1403,34106,0,Atsuyuki Morishima
1404,34108,0,C. Mohan
1405,34137,0,Indrakshi Ray
1406,34139,0,Peter Z. Revesz
1407,34143,0,Jacques Kouloumdjian
1408,34152,1,Guido Proietti
1409,34162,0,Tobias Kraft
1410,34171,0,Tadashi Ohmori
1411,34176,0,Masahiko Tsukamoto
1412,34195,0,Roger Weber
1413,34224,0,Giedrius Slivinskas
1414,34236,0,Christos Doulkeridis
1415,34287,0,Weiping Wang
1416,34294,1,Jef Wijsen
1417,34300,0,Xiaochun Yang
1418,34306,1,Pavel Zezula
1419,34312,0,Angela Bonifati
1420,34328,0,Anastasios Gounaris
1421,34362,0,Volker Linnemann
1422,34364,0,Stephen J. Hegner
1423,34398,0,Norbert Ritter
1424,34451,0,Alessandro D'Atri
1425,34461,2,Alain Colmerauer
1426,34471,0,Jean-Marie Nicolas
1427,34476,2,Larry Travis
1428,34477,0,David Maier
1429,34480,0,Roberto Zicari
1430,34484,0,Michel A. Melkanoff
1431,34486,0,Paulo A. S. Veloso
1432,34494,1,Sang-Wook Kim
1433,34506,0,Fabio Grandi
1434,34507,3,Federica Mandreoli
1435,34533,0,Anne H. H. Ngu
1436,34555,3,Trystan Upstill
1437,34558,0,Jeffrey Xu Yu
1438,34576,0,Minyoung Ra
1439,34586,0,Hiroshi Ishikawa
1440,34600,1,Zhao Yang Dong
1441,34606,0,Martin L. Kersten
1442,34612,0,Marco Patella
1443,34619,3,Sang-goo Lee
1444,34638,1,Hongjian Fan
1445,34652,0,Danilo Montesi
1446,34667,3,Dieter Merkl
1447,34668,3,Shmuel T. Klein
1448,34672,0,Noureddine Mouaddib
1449,34674,0,Inderpal Singh Mumick
1450,34675,0,Oded Shmueli
1451,34679,0,Mukesh K. Mohania
1452,34682,0,Weidong Chen
1453,34685,0,M. V. Ramakrishna
1454,34694,1,Wee Keong Ng
1455,34702,0,Sitaram Lanka
1456,34710,0,Torben Bach Pedersen
1457,34719,1,Maria-Luiza Antonie
1458,34742,0,Michael Schrefl
1459,34761,3,Dawei Song
1460,34769,0,Seppo Sippu
1461,34770,0,Eljas Soisalon-Soininen
1462,34798,3,William R. Hersh
1463,34802,3,Milad Shokouhi
1464,34920,1,Shlomo Geva
1465,34921,3,Phil Vines
1466,35053,3,Katia Obraczka
1467,35329,1,Erik Buchmann
1468,35429,3,Fabio Crestani
1469,35433,0,Kazi A. Zaman
1470,35435,1,Mika Klemettinen
1471,35437,3,Rodger J. McNab
1472,35442,3,Benjamin Chan
1473,35445,3,Daniel Olson
1474,35449,0,Terence R. Smith
1475,35465,1,Hans-Peter Kriegel
1476,35466,1,Matthias Schubert
1477,35468,1,Sourav S. Bhowmick
1478,35486,0,Giuseppe Santucci
1479,35505,0,Sunil Prabhakar
1480,35506,0,Kothuri Venkata Ravi Kanth
1481,35510,0,Michael Freeston
1482,35511,0,Ambuj K. Singh
1483,35512,1,Carlos Ordonez
1484,35520,1,Boris Chidlovskii
1485,35523,1,Graham Cormode
1486,35534,0,David M. Choy
1487,35573,3,Michail Salampasis
1488,35581,0,Wen-Syan Li
1489,35582,0,Yoshinori Hara
1490,35593,1,Hagit Shatkay
1491,35605,0,Pamela Drew
1492,35635,3,Amar Mukherjee
1493,35663,0,Clement T. Yu
1494,35675,1,Aidong Zhang
1495,35680,3,Zonghuan Wu
1496,35685,0,H.-J. Schneider
1497,35718,1,Mehmet Kaya
1498,35739,0,Arbee L. P. Chen
1499,35785,2,Stefano Ferilli
1500,35815,1,Mohammad El-Hajj
1501,35856,0,Ting Chen
1502,35865,1,Hector Gonzalez
1503,35873,2,Craig Saunders
1504,35875,2,John Shawe-Taylor
1505,35886,1,Shanshan Wang
1506,35939,3,Maojin Jiang
1507,35947,1,Ricco Rakotomalala
1508,35966,3,Shenghua Bao
1509,36021,0,Min Wang
1510,36094,0,Bin He
1511,36181,1,Hongyan Liu
1512,36244,3,Xiaodan Zhang
1513,36276,1,Fengzhan Tian
1514,36319,2,Xue-wen Chen
1515,36459,0,Dean Jacobs
1516,36493,0,Cristina Sernadas
1517,36560,0,Fausto Rabitti
1518,36598,0,Gilles Falquet
1519,36825,0,Ayse Basar Bener
1520,36839,0,Abdullah Uz Tansel
1521,37007,1,Alex Alves Freitas
1522,37034,2,Kenneth A. De Jong
1523,37276,0,Michael Stonebraker
1524,37278,0,Stewart A. Schuster
1525,37316,0,Oege de Moor
1526,37561,1,Simon Perkins
1527,37567,0,Tosiyasu L. Kunii
1528,37619,3,Utpal Garain
1529,37642,1,Raghu Krishnapuram
1530,37741,2,Fariba Sadri
1531,37771,0,Sonia Bergamaschi
1532,37839,2,Douglas R. Smith
1533,37868,3,Michael R. Lyu
1534,37895,0,Yao-Nan Lien
1535,37938,3,Ian Soboroff
1536,38005,1,Andrew E. Fano
1537,38071,2,Minoru Asada
1538,38102,2,Amy McGovern
1539,38141,0,Daniel Alexander Ford
1540,38168,0,M. Lopez
1541,38173,3,Yosi Mass
1542,38174,1,Victor B. Zordan
1543,38338,2,Peter M. Will
1544,38352,2,Ron Sun
1545,38722,0,Victor Vianu
1546,38723,0,Pasquale Rullo
1547,38767,1,Dino Pedreschi
1548,38831,0,Sergio Greco
1549,38837,2,Francesco Bergadano
1550,38840,2,Elena Marchiori
1551,38846,0,Elena Ferrari
1552,38848,0,Barbara Catania
1553,38878,1,Franco Turini
1554,38881,0,Yan-Nong Huang
1555,38894,2,Floriana Esposito
1556,38933,1,Giuseppe Manco
1557,39026,1,Salvatore Ruggieri
1558,39165,3,Paula Hatch
1559,39233,3,Maurice Coyle
1560,39389,3,Wei-Ying Ma
1561,39419,2,Anthony Jameson
1562,39456,3,Fergus Toolan
1563,39524,3,Stefano Mizzaro
1564,39552,3,John Dunnion
1565,39639,3,Chris Staff
1566,39704,3,Susan Gauch
1567,39753,3,Maheedhar Kolla
1568,39764,2,Churn-Jung Liau
1569,39765,3,Tony Abou-Assaleh
1570,39796,3,Xiangji Huang
1571,39839,1,Howard J. Hamilton
1572,39868,2,Eugene Fink
1573,39886,1,Cory J. Butz
1574,39893,3,S. K. Michael Wong
1575,40044,2,Malcolm R. K. Ryan
1576,40101,1,Hong Yao
1577,40137,1,Tetsuya Yoshida
1578,40200,3,Weihong Deng
1579,40513,3,Victoria S. Uren
1580,40552,3,William P. Doran
1581,40628,1,Ben Choi
1582,40739,0,Motohide Umano
1583,40740,2,Mitsuru Ikeda
1584,41438,1,Hamad Alhammady
1585,41716,1,Colin Fyfe
1586,41726,3,Gareth J. F. Jones
1587,41984,3,Qing Yu
1588,42174,3,Petteri Nurmi
1589,42316,0,Leonardo Tininini
1590,42459,1,Daniel Keren
1591,42527,2,Wolfgang Womann
1592,42535,3,Ramesh K. Sitaraman
1593,42545,1,Setsuo Arikawa
1594,42548,2,Manfred Kerber
1595,42620,1,Annalisa Appice
1596,42621,1,Michelangelo Ceci
1597,42635,2,Paolo Terenziani
1598,42638,2,Stefano Borgo
1599,42665,1,Maurizio Atzori
1600,42711,2,Giorgio Tornielli
1601,42730,2,Claudia Picardi
1602,42739,2,Anna Bramanti-Gregor
1603,42761,2,Daniele Nardi
1604,42791,2,Rick Evertsz
1605,42828,3,Linda C. van der Gaag
1606,42836,2,Hiroshi Ishiguro
1607,42851,2,Filippo Neri
1608,42866,1,Ruggero G. Pensa
1609,42915,1,Kwong-Sak Leung
1610,43090,1,Dragan Gamberger
1611,43162,0,Ping Wu
1612,43173,2,Henry Kanoui
1613,43229,1,Peter Antal
1614,43231,1,Bart De Moor
1615,43445,2,Aleks Jakulin
1616,43512,1,David G. Lindsay
1617,43560,1,Gregor Leban
1618,43728,0,Marc Spielmann
1619,43739,1,William Rodman Shankle
1620,43856,0,Zhiyong Huang
1621,43978,2,Michael Fisher
1622,44058,2,Allan M. Collins
1623,44094,2,Laurence Cholvy
1624,44168,2,Elmar Eder
1625,44170,2,Patrick Doherty
1626,44216,2,Christian Gresse
1627,44267,3,Nathalie Hernandez
1628,44422,2,P. Florath
1629,44662,3,Muhammad Younas
1630,44856,0,Chi-Yin Chow
1631,44860,2,Chun Hung Li
1632,45015,3,Yih-Ling Hedley
1633,45038,3,Takeshi Okadome
1634,45135,3,Kazunori Matsumoto
1635,45194,0,Masato Oguchi
1636,45522,3,Xing Li
1637,45537,1,Hai Wang
1638,45822,1,Simon Sheu
1639,46238,1,Xiaodong Zhou
1640,46243,3,Ziming Zhuang
1641,46286,2,Loizos Michael
1642,46502,0,Marco Brambilla
